,Unnamed: 0,text,text_clean,text_preprocessed
611,611,"Najwa Shihab Laporkan Ancaman 'Diam Atau Mati' ke Polisi, Nikita Mirzani: Laporan Sampah... | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/m7JU53vf13",najwa shihab laporkan ancaman 'diam mati' polisi nikita mirzani laporan sampah jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['najwa', 'shihab', 'lapor', 'ancam', 'diam', 'mati', '', 'polisi', 'nikita', 'mirzani', 'lapor', 'sampah', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
612,612,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/kDlFJHetZL,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
613,613,Gantengnya pacarkuuu🫶🏻🫶🏻🫶🏻🫶🏻nikahin aku choi seungcheol kalau ga nanti kamu aku laporin pak polisi😡😡 https://t.co/61LGjkywIs,gantengnya pacarkuuu🫶🏻🫶🏻🫶🏻🫶🏻nikahin choi seungcheol kalau nanti kamu laporin pak polisi😡😡 ,"['ganteng', 'pacarkuuu nikahin', 'choi', 'seungcheol', 'kalau', 'nanti', 'kamu', 'laporin', 'pak', 'polisi']"
614,614,@anuskills3 Polisi wanajua,polisi wanajua ,"['polisi', 'wanajua']"
615,615,"@okkymadasari Di otaknya cuma ada infrastruktur terus. Padahal yang mesti dibenahi ya pola pikir para pemegang kuasa. Mulai dari Menteri, Polisi, sampai PSSI",otaknya cuma infrastruktur terus padahal harus dibenahi iya pola pikir pemegang kuasa mulai menteri polisi pssi ,"['otak', 'cuma', 'infrastruktur', 'terus', 'padahal', 'harus', 'benah', 'iya', 'pola', 'pikir', 'pegang', 'kuasa', 'mulai', 'menteri', 'polisi', 'pssi']"
616,616,@sleepaddict666 @BlueHooligan___ iya lupa bapak ibumu polisi,lupa bapak ibumu polisi ,"['lupa', 'bapak', 'ibu', 'polisi']"
617,617,"Analisis yang bagus. Pendukung penting rezim dan sekaligus pemicu kontrakdiksi atas demokrasi hari-hari ini. Kalau RI1 berpaling ke militer/polisi ada motif melindungi diri dari dukungan politik yang setengah dari partai, dan ancaman dari wakilnya sendiri. https://t.co/P2pglnBisX",analisis bagus pendukung penting rezim sekaligus pemicu kontrakdiksi atas demokrasi hari-hari kalau republik indonesia berpaling militerpolisi motif melindungi diri dukungan politik setengah partai ancaman wakilnya sendiri ,"['analisis', 'bagus', 'dukung', 'penting', 'rezim', 'sekaligus', 'picu', 'kontrakdiksi', 'atas', 'demokrasi', 'hari', 'kalau', 'republik', 'indonesia', 'paling', 'militerpolisi', 'motif', 'lindung', 'diri', 'dukung', 'politik', 'tengah', 'partai', 'ancam', 'wakil', 'sendiri']"
618,618,"Hirup aing kumaha aing, nu penting mah aing bayar pajak jeung boga hirup nu teu kudu nyokot hirup batur.
Polisi",hirup kumaha nu penting mah bayar pajak jeung boga hirup nu harus nyokot hirup batur polisi ,"['hirup', 'maha', 'nu', 'penting', 'mah', 'bayar', 'pajak', 'jeung', 'boga', 'hirup', 'nu', 'harus', 'nyokot', 'hirup', 'batur', 'polisi']"
619,619,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/Cz0KhDrgiz,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
620,620,"Viral Jilat Kue HUT untuk TNI, Dua Polisi Langsung Dikandang, Dirlantas Polda Papua Buru-buru Klarifikasi
https://t.co/HWCVQGxYYe",viral jilat kue hut tni polisi langsung dikandang dirlantas polda papua buru-buru klarifikasi ,"['viral', 'jilat', 'kue', 'hut', 'tni', 'polisi', 'langsung', 'kandang', 'dirlantas', 'polda', 'papua', 'buru', 'klarifikasi']"
621,621,"@WaklaRuben @VeronicaKoman @ronnykareni Bupati Nduga, Namia Gwijangge! keluarga 4 korban saat ditemui dandim 10 sept jg katakan klo keluarga percayakan kasus ini ke polisi dan himbau warga di papua buat tdk terpedaya dg separatis yg cb memanfaatkan kasus di Mimika! Kita hrs paham kalo Inilah cara bermain separatis tuk",bupati nduga namia gwijangge keluarga korban ditemui dandim september katakan kalau keluarga percayakan kasus ke polisi himbau warga papua membuat terpedaya separatis coba memanfaatkan kasus mimika harus paham kalau inilah cara bermain separatis tuk ,"['bupati', 'nduga', 'namia', 'gwijangge', 'keluarga', 'korban', 'temu', 'dandim', 'september', 'kata', 'kalau', 'keluarga', 'percaya', 'kasus', 'ke', 'polisi', 'himbau', 'warga', 'papua', 'buat', 'daya', 'separatis', 'coba', 'manfaat', 'kasus', 'mimika', 'harus', 'paham', 'kalau', 'ini', 'cara', 'main', 'separatis', 'tuk']"
622,622,"Polisi sudah komitmen masyarakat juga pasti komitmen bahwa kasus ini bisa diselesaikan dan para pelaku mendapatkan hukuman yang setimpal
#GelarPelimpahanTahap2
Segera Masuk Sidang

https://t.co/fomKOEqcTe",polisi komitmen masyarakat pasti komitmen kasus bisa diselesaikan para pelaku mendapatkan hukuman setimpal segera masuk sidang ,"['polisi', 'komitmen', 'masyarakat', 'pasti', 'komitmen', 'kasus', 'bisa', 'selesai', 'para', 'laku', 'dapat', 'hukum', 'timpal', 'segera', 'masuk', 'sidang']"
623,623,"Kocak! Netizen Emosi Rizky Billar KDRT Pada Lesti Kejora: Emak Gue Lemas, Gue Disuruh Nyuci Baju | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77  Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/OLISZMDuId",kocak netizen emosi rizky billar kdrt lesti kejora emak lemas disuruh nyuci baju jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania nasdem anies presiden indonesia ,"['kocak', 'netizen', 'emosi', 'rizky', 'billar', 'kdrt', 'lesti', 'kejora', 'emak', 'lemas', 'suruh', 'nyuci', 'baju', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'nasdem', 'anies', 'presiden', 'indonesia']"
624,624,"Pantauan Arus Lalulintas Sore Satlantas Polres Prabumulih di Pos BRI , Rabu 5 Oktober 2022.
@ntmc_polri
@polisi_sumsel
@NTMCSumsel 
@SosmedNtmc 
https://t.co/phAWuQcFMg",pantauan arus lalulintas sore satlantas polres prabumulih pos bri rabu oktober ,"['pantau', 'arus', 'lalulintas', 'sore', 'satlantas', 'polres', 'prabumulih', 'pos', 'bri', 'rabu', 'oktober']"
625,625,"@bukitalami @catchmeupid Ide mu bagus cokkk, tim keamanan Dalam stadion wajib dri internal tuan rumah apabila yg d perbolehkn nonton hanya Tim tuan rmh yg away gk dpt jatah Dan Tim keamanan dri 2 tim apabila yg away dpt jatah ticket. Single seat wajib hukumnya, no ticket no game. Polisi d luar stadion..",ide mu bagus cokkk tim keamanan stadion wajib internal tuan rumah apabila perbolehkn nonton tim tuan rumah away jatah tim keamanan tim apabila away dapat jatah ticket single seat wajib hukumnya nomor ticket nomor game polisi di luar stadion ,"['ide', 'mu', 'bagus', 'cokkk', 'tim', 'aman', 'stadion', 'wajib', 'internal', 'tuan', 'rumah', 'apabila', 'perbolehkn', 'nonton', 'tim', 'tuan', 'rumah', 'away', 'jatah', 'tim', 'aman', 'tim', 'apabila', 'away', 'dapat', 'jatah', 'ticket', 'single', 'seat', 'wajib', 'hukum', 'nomor', 'ticket', 'nomor', 'game', 'polisi', 'di', 'luar', 'stadion']"
626,626,@hasibatika Alesan kenapa gw bacot mulu ke polisi 👍,alesan saya banyak bicara terus polisi 👍 ,"['alesan', 'saya', 'banyak', 'bicara', 'terus', 'polisi', '']"
627,627,@DivHumas_Polri Maksudnya polisi yang ini bukan pak? https://t.co/FSInTjHdLL,maksudnya polisi ini bukan pak ,"['maksud', 'polisi', 'ini', 'bukan', 'pak']"
628,628,ternyata polisi serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/tQ1ufKoPn8,ternyata polisi serius segera masuk sidang ,"['nyata', 'polisi', 'serius', 'segera', 'masuk', 'sidang']"
629,629,@dibataspagar syarat jadi polisi harus GOBLOK!!,syarat jadi polisi bodoh ,"['syarat', 'jadi', 'polisi', 'bodoh']"
630,630,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/aT2F2L7uLX",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
631,631,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/g1t2JaJaHG,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
632,632,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/EuQ83JEkMz",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
633,633,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/wExpAYsV8O",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
634,634,@LazymusPrime @PNS_Ababil @CNNIndonesia POLISI,polisi ,['polisi']
635,635,"Tiba di Malang, Kapolri Jenguk Korban Tragedi Kanjuruhan

Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo https://t.co/IM5QtmVaWf., menjenguk korban kericuhan suporter Stadion Kanjuruhan yang dirawat di Rumah Sakit Umum Daerah Kanjuruhan, Malang, Jawa Timur, Minggu (2/10). https://t.co/uwf4Qg8HM6",tiba malang kapolri jenguk korban tragedi kanjuruhan kapolri jenderal polisi drs listyo sigit prabowo menjenguk korban kericuhan suporter stadion kanjuruhan dirawat rumah sakit umum daerah kanjuruhan malang jawa timur minggu ,"['tiba', 'malang', 'kapolri', 'jenguk', 'korban', 'tragedi', 'kanjuruhan', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'jenguk', 'korban', 'ricuh', 'suporter', 'stadion', 'kanjuruhan', 'rawat', 'rumah', 'sakit', 'umum', 'daerah', 'kanjuruhan', 'malang', 'jawa', 'timur', 'minggu']"
636,636,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/wwZFclq2QZ",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
637,637,bukti nyata kalo polisi ini kerja keras serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/2vrteXLRaV,bukti nyata kalau polisi kerja keras serius segera masuk sidang ,"['bukti', 'nyata', 'kalau', 'polisi', 'kerja', 'keras', 'serius', 'segera', 'masuk', 'sidang']"
638,638,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/ytw9raPfMz",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
639,639,"Tragedi di Stadion Kanjuruhan Malang Jadi Sorotan Media Internasional   | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #SANGE_ #selebwatch #AniesPresiden2024 #SaveAniesBaswedan https://t.co/Rt3kWMBkpa",tragedi stadion kanjuruhan malang jadi sorotan media internasional jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['tragedi', 'stadion', 'kanjuruhan', 'malang', 'jadi', 'sorot', 'media', 'internasional', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
640,640,Kasus KDRT Rizky Billar Tetap Diproses Polisi Meski Sudah Minta Maaf https://t.co/Va8fYrD8oJ https://t.co/zXcN5iGbCp,kasus kdrt rizky billar tetap diproses polisi meski minta maaf ,"['kasus', 'kdrt', 'rizky', 'billar', 'tetap', 'proses', 'polisi', 'meski', 'minta', 'maaf']"
641,641,"Seduluran Sak Lawaseeee....
Penak Seduluran Mbangane Tawuran Seng Ujung ujunge Kuburan , musuhe awae dewe saiki mung siji tambah siji : yoiku PSSI tambah POLISI... https://t.co/ZoIRsZG9wP",seduluran sak lawaseeee penak seduluran mbangane tawuran seng ujung ujunge kuburan musuhe awae dewe saiki mung siji tambah siji yoiku pssi tambah polisi ,"['dulur', 'sak', 'lawaseeee', 'penak', 'dulur', 'mbangane', 'tawur', 'seng', 'ujung', 'ujunge', 'kubur', 'musuhe', 'awae', 'dewe', 'saiki', 'mung', 'siji', 'tambah', 'siji', 'yoiku', 'pssi', 'tambah', 'polisi']"
642,642,SEORANG PRIA DI PADALARANG BANDUNG BARAT JAWA BARAT MENGAMUK HINGGA MELUKAI SATU ANGGOTA POLISI,seorang pria padalarang bandung barat jawa barat mengamuk hingga melukai satu anggota polisi ,"['orang', 'pria', 'padalarang', 'bandung', 'barat', 'jawa', 'barat', 'amuk', 'hingga', 'luka', 'satu', 'anggota', 'polisi']"
643,643,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/skrc54Lw6l",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
644,644,@CNNIndonesia Siapa yg udah besar nanti cita2nya jadi polisi?,siapa sudah besar citanya jadi polisi ,"['siapa', 'sudah', 'besar', 'cita', 'jadi', 'polisi']"
645,645,@z4r4n Memalukan polisi kita memang darurat segalanya...!!!,memalukan polisi memang darurat segalanya ,"['malu', 'polisi', 'memang', 'darurat', 'segala']"
646,646,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/Fuc1MJEfyF",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
647,647,"@VIVAcoid Pasti jadi sahabat dekat, cuma bedanya pengkritik di dalam sel polisi di luar sel",jadi sahabat dekat cuma bedanya pengkritik dalam telkomsel polisi luar telkomsel ,"['jadi', 'sahabat', 'dekat', 'cuma', 'beda', 'kritik', 'dalam', 'telkomsel', 'polisi', 'luar', 'telkomsel']"
648,648,"siapapun yang berjiwa jahat akan memusuhi polisi

#TenggelamkanAniesNasdem
#UsutTuntas https://t.co/Uf41njzf0U",siapapun berjiwa jahat memusuhi polisi ,"['siapa', 'jiwa', 'jahat', 'musuh', 'polisi']"
649,649,"ternyata polisi serius #GelarPelimpahanTahap2 
kawal berkas Segera Masuk Sidang https://t.co/cRplZ71cG3",ternyata polisi serius kawal berkas segera masuk sidang ,"['nyata', 'polisi', 'serius', 'kawal', 'berkas', 'segera', 'masuk', 'sidang']"
650,650,"Pantauan Arus Lalulintas Sore Satlantas Polres Prabumulih di Pos 9.30 , Rabu 5 Oktober 2022.
@ntmc_polri
@polisi_sumsel
@NTMCSumsel 
@SosmedNtmc 
https://t.co/TNESebTm3g",pantauan arus lalulintas sore satlantas polres prabumulih pos rabu oktober ,"['pantau', 'arus', 'lalulintas', 'sore', 'satlantas', 'polres', 'prabumulih', 'pos', 'rabu', 'oktober']"
651,651,@hipohan @Ameeranti Biarin Oom urusan polisi ama AllahSWT.. Ngeri AzabNYA,biarin oom urusan polisi sama allahswt seram azabnya ,"['biarin', 'oom', 'urus', 'polisi', 'sama', 'allahswt', 'seram', 'azab']"
652,652,"@registaco @bubunnnnnnnnn @CNNIndonesia Kemarin blgnya pake tear gas udh sesuai SOP, skrg blg ga bawa senjata, dan senjata udah ditinggal. Ini polisi pada titisan sambo apa gmn dah",kemarin blgnya pakai tear gas sesuai sop sekarang katakan bawa senjata senjata ditinggal polisi titisan sambo apa bagaimana ,"['kemarin', 'blgnya', 'pakai', 'tear', 'gas', 'sesuai', 'sop', 'sekarang', 'kata', 'bawa', 'senjata', 'senjata', 'tinggal', 'polisi', 'titis', 'sambo', 'apa', 'bagaimana']"
653,653,Suporter Bayern Sebut Polisi Pembunuh dalam Tragedi Kanjuruhan https://t.co/vkIPQbvtSH,suporter bayern sebut polisi pembunuh tragedi kanjuruhan ,"['suporter', 'bayern', 'sebut', 'polisi', 'bunuh', 'tragedi', 'kanjuruhan']"
654,654,"@tanyakanrl Ke mbak nana gak kena, malah terbilang kocak geming. Akhirnya sahabat polisi ini menemukan orang yg tepat buat dilaporkan kepolisi. https://t.co/0WTe0vxZxq",mbak nana kena bahkan terbilang kocak geming akhirnya sahabat polisi menemukan orang tepat membuat dilaporkan kepolisi ,"['mbak', 'nana', 'kena', 'bahkan', 'bilang', 'kocak', 'geming', 'akhir', 'sahabat', 'polisi', 'temu', 'orang', 'tepat', 'buat', 'lapor', 'polis']"
655,655,"ternyata polisi serius #GelarPelimpahanTahap2 
kawal berkas Segera Masuk Sidang https://t.co/LjUul003ay",ternyata polisi serius kawal berkas segera masuk sidang ,"['nyata', 'polisi', 'serius', 'kawal', 'berkas', 'segera', 'masuk', 'sidang']"
656,656,"@Sambo_Kaisar @alisyarief @sehat_roemah @restyca_yah @Res_tycayah @DrEvaChaniago @ConnellyAL @6undul0h @_melody_mellow @Nicho_Silalahi @kr1t1kp3d45_pro @AremafcOfficial @aremadesign @mohmahfudmd @ListyoSigitP @Puspen_TNI Menurut gua sih yg salah bukan hanya polisi nya tapi suporter yg anarkis yg mulai kericuhan juga salah , dan yg lain jadi kena dampak nya , semoga sepak bola cepet damai   dan untuk pemain jangan anarkis polisi jangan semenah menah nya",saya sih salah bukan polisi nya suporter anarkis mulai kericuhan salah yang jadi kena dampak nya semoga sepak bola cepat damai untuk pemain jangan anarkis polisi jangan semenah menah nya ,"['saya', 'sih', 'salah', 'bukan', 'polisi', 'nya', 'suporter', 'anarkis', 'mulai', 'ricuh', 'salah', 'yang', 'jadi', 'kena', 'dampak', 'nya', 'moga', 'sepak', 'bola', 'cepat', 'damai', 'untuk', 'main', 'jangan', 'anarkis', 'polisi', 'jangan', 'semenah', 'menah', 'nya']"
657,657,"Tak Percaya Polisi! Nyai Nikita Mirzani Arahkan Najwa Shihab Lapor ke Anies Baswedan | 
Jokowi Polisi Cebong TV 43 Kompolnas Kanjuruhan PSSI Mamat Aremania 77 Tahun Nasdem Anies Presiden Indonesia #RestInFeace #AniesPresiden2024 #SaveAniesBaswedan https://t.co/HNEbv8QBwd",percaya polisi nyai nikita mirzani arahkan najwa shihab lapor anies baswedan jokowi polisi cebong tv kompolnas kanjuruhan pssi mamat aremania tahun nasdem anies presiden indonesia ,"['percaya', 'polisi', 'nyai', 'nikita', 'mirzani', 'arah', 'najwa', 'shihab', 'lapor', 'anies', 'baswedan', 'jokowi', 'polisi', 'cebong', 'tv', 'kompolnas', 'kanjuruhan', 'pssi', 'mamat', 'aremania', 'tahun', 'nasdem', 'anies', 'presiden', 'indonesia']"
658,658,bukti nyata kalo polisi ini kerja keras serius #GelarPelimpahanTahap2  Segera Masuk Sidang https://t.co/8o4ICNKISW,bukti nyata kalau polisi kerja keras serius segera masuk sidang ,"['bukti', 'nyata', 'kalau', 'polisi', 'kerja', 'keras', 'serius', 'segera', 'masuk', 'sidang']"
659,659,AKP Nurma menyebut sudah ada dua laporan dari simpatisan polisi terkait prank KdRT. Polisi akan memanggil Baim Wong nanti.  #BaimWong https://t.co/46wNLOjGun,akp nurma menyebut ada laporan simpatisan polisi terkait prank kdrt polisi memanggil baim wong ,"['akp', 'nurma', 'sebut', 'ada', 'lapor', 'simpatisan', 'polisi', 'kait', 'prank', 'kdrt', 'polisi', 'panggil', 'baim', 'wong']"
660,660,Buka twitter ada udat adat wae ningali polisi,buka twitter udat adat ningali polisi ,"['buka', 'twitter', 'udat', 'adat', 'ningali', 'polisi']"
661,661,"@dosen2an Yg rusuh emg yg dilapangan sama diluar, yg di tribun itu justru yg kaga salah apaa2, w kasihan bgt sebenernya budos sm polisi yg ditribun, mereka juga disitu kan, ini masa iya sesama temennya polisi aturan tahan itu tembakan malah nembak, kaya bodoamat sm temennya juga 🥲",rusuh memang dilapangan sama diluar di tribun justru tidak salah apaa w kasihan sangat sebenernya budos sama polisi ditribun disitu kan masa sesama temennya polisi aturan tahan tembakan bahkan menyatakan bodoamat sama temennya juga 🥲 ,"['rusuh', 'memang', 'lapang', 'sama', 'luar', 'di', 'tribun', 'justru', 'tidak', 'salah', 'apaa', 'w', 'kasihan', 'sangat', 'sebenernya', 'budos', 'sama', 'polisi', 'ditribun', 'situ', 'kan', 'masa', 'sama', 'temennya', 'polisi', 'atur', 'tahan', 'tembak', 'bahkan', 'nyata', 'bodoamat', 'sama', 'temennya', 'juga', '']"
662,662,"Sosialisasi kepada pedagang pasar dan pemasangan stiker imbauan kesehatan 

#opszebracandi2022
#polisi_indonesia
#polisirepublikindonesia
#polisiindonesia
#humaspolrespurbalingga https://t.co/K6ASXgS9nk",sosialisasi pedagang pasar pemasangan stiker imbauan kesehatan ,"['sosialisasi', 'dagang', 'pasar', 'pasang', 'stiker', 'imbau', 'sehat']"
